,uid,bid,rating
39,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,1427,0
40,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,4283,0
41,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,2865,1
42,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,3571,1
43,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,4258,0
44,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,2821,0
45,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,1167,0
46,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,3413,0
47,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,4795,1
48,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,2612,0
49,06f6a6fb-e5b0-49b1-8fa2-37521a357b97,2836,0
50,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1842,0
51,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4600,0
52,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4684,0
53,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2939,0
54,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2836,0
55,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2821,0
56,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4777,1
57,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,312,0
58,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1167,0
59,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1285,0
60,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2612,1
61,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,3470,1
62,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4649,0
63,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4283,1
64,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2429,1
65,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4258,1
66,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4006,1
67,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,3413,0
68,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2051,1
69,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,122,0
70,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,3854,1
71,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2635,1
72,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1272,1
73,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,3571,1
74,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,3030,1
75,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1662,1
76,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2438,1
77,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2652,1
78,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4178,1
79,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2915,1
80,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2865,1
81,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,3551,1
82,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,714,0
83,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2842,1
84,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,650,0
85,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1434,0
86,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4674,0
87,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,3314,1
88,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4278,1
89,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4517,1
90,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4256,1
91,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1908,0
92,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,377,0
93,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2839,1
94,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1427,0
95,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,4795,1
96,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1859,0
97,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1461,0
98,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,2087,0
99,08583ada-f4ce-4ede-abaf-99b9c5c99ed5,1504,0
100,104ed5e9-d401-4592-b7f8-cb229fab0736,4600,1
101,104ed5e9-d401-4592-b7f8-cb229fab0736,1859,0
102,104ed5e9-d401-4592-b7f8-cb229fab0736,4178,1
103,104ed5e9-d401-4592-b7f8-cb229fab0736,3551,0
104,104ed5e9-d401-4592-b7f8-cb229fab0736,3470,0
105,104ed5e9-d401-4592-b7f8-cb229fab0736,2051,1
106,104ed5e9-d401-4592-b7f8-cb229fab0736,714,0
107,104ed5e9-d401-4592-b7f8-cb229fab0736,377,0
108,104ed5e9-d401-4592-b7f8-cb229fab0736,1504,1
109,104ed5e9-d401-4592-b7f8-cb229fab0736,4684,0
110,104ed5e9-d401-4592-b7f8-cb229fab0736,1461,0
111,104ed5e9-d401-4592-b7f8-cb229fab0736,2429,1
112,104ed5e9-d401-4592-b7f8-cb229fab0736,4256,1
113,104ed5e9-d401-4592-b7f8-cb229fab0736,4258,1
114,104ed5e9-d401-4592-b7f8-cb229fab0736,4283,1
115,104ed5e9-d401-4592-b7f8-cb229fab0736,4795,1
116,104ed5e9-d401-4592-b7f8-cb229fab0736,2652,0
117,104ed5e9-d401-4592-b7f8-cb229fab0736,3571,1
118,104ed5e9-d401-4592-b7f8-cb229fab0736,4006,0
119,104ed5e9-d401-4592-b7f8-cb229fab0736,4674,1
120,104ed5e9-d401-4592-b7f8-cb229fab0736,4278,1
121,104ed5e9-d401-4592-b7f8-cb229fab0736,3854,1
122,104ed5e9-d401-4592-b7f8-cb229fab0736,2915,0
123,104ed5e9-d401-4592-b7f8-cb229fab0736,4649,0
124,104ed5e9-d401-4592-b7f8-cb229fab0736,2821,0
125,104ed5e9-d401-4592-b7f8-cb229fab0736,650,1
126,104ed5e9-d401-4592-b7f8-cb229fab0736,1167,0
127,104ed5e9-d401-4592-b7f8-cb229fab0736,1662,0
128,104ed5e9-d401-4592-b7f8-cb229fab0736,3030,0
129,104ed5e9-d401-4592-b7f8-cb229fab0736,1908,0
130,104ed5e9-d401-4592-b7f8-cb229fab0736,122,1
131,104ed5e9-d401-4592-b7f8-cb229fab0736,2836,1
132,104ed5e9-d401-4592-b7f8-cb229fab0736,4777,1
133,104ed5e9-d401-4592-b7f8-cb229fab0736,2839,1
134,104ed5e9-d401-4592-b7f8-cb229fab0736,2612,0
135,104ed5e9-d401-4592-b7f8-cb229fab0736,1427,1
136,104ed5e9-d401-4592-b7f8-cb229fab0736,2865,1
137,104ed5e9-d401-4592-b7f8-cb229fab0736,3413,0
138,104ed5e9-d401-4592-b7f8-cb229fab0736,1272,0
139,104ed5e9-d401-4592-b7f8-cb229fab0736,2087,0
140,104ed5e9-d401-4592-b7f8-cb229fab0736,2635,0
141,104ed5e9-d401-4592-b7f8-cb229fab0736,2939,0
142,104ed5e9-d401-4592-b7f8-cb229fab0736,1842,0
143,104ed5e9-d401-4592-b7f8-cb229fab0736,4517,0
144,104ed5e9-d401-4592-b7f8-cb229fab0736,1434,0
145,104ed5e9-d401-4592-b7f8-cb229fab0736,2438,0
146,104ed5e9-d401-4592-b7f8-cb229fab0736,3314,0
147,104ed5e9-d401-4592-b7f8-cb229fab0736,1285,0
148,104ed5e9-d401-4592-b7f8-cb229fab0736,312,0
149,104ed5e9-d401-4592-b7f8-cb229fab0736,2842,1
150,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1859,0
151,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4258,1
152,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1167,1
153,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1427,0
154,1a18cc72-1b42-476d-8567-a1c8cf1123e4,122,0
155,1a18cc72-1b42-476d-8567-a1c8cf1123e4,312,0
156,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1842,0
157,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2051,1
158,1a18cc72-1b42-476d-8567-a1c8cf1123e4,3470,1
159,1a18cc72-1b42-476d-8567-a1c8cf1123e4,3551,0
160,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2087,0
161,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2865,1
162,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2635,0
163,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4684,1
164,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2438,1
165,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2821,0
166,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2612,0
167,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1434,0
168,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4600,1
169,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4777,1
170,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4649,1
171,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4178,1
172,1a18cc72-1b42-476d-8567-a1c8cf1123e4,3854,1
173,1a18cc72-1b42-476d-8567-a1c8cf1123e4,3413,1
174,1a18cc72-1b42-476d-8567-a1c8cf1123e4,3030,0
175,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4278,0
176,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4795,0
177,1a18cc72-1b42-476d-8567-a1c8cf1123e4,714,1
178,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2842,1
179,1a18cc72-1b42-476d-8567-a1c8cf1123e4,650,1
180,1a18cc72-1b42-476d-8567-a1c8cf1123e4,3314,0
181,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2836,1
182,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2839,1
183,1a18cc72-1b42-476d-8567-a1c8cf1123e4,3571,1
184,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2652,0
185,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2939,0
186,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1461,0
187,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2915,0
188,1a18cc72-1b42-476d-8567-a1c8cf1123e4,2429,1
189,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1662,0
190,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1908,1
191,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4256,0
192,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4674,1
193,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4283,1
194,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1285,0
195,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4006,0
196,1a18cc72-1b42-476d-8567-a1c8cf1123e4,4517,0
197,1a18cc72-1b42-476d-8567-a1c8cf1123e4,377,0
198,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1504,0
199,1a18cc72-1b42-476d-8567-a1c8cf1123e4,1272,0
200,243804c4-fe26-402a-938a-c16d815babfd,4684,0
201,243804c4-fe26-402a-938a-c16d815babfd,3470,0
202,243804c4-fe26-402a-938a-c16d815babfd,1461,0
203,243804c4-fe26-402a-938a-c16d815babfd,4256,0
204,243804c4-fe26-402a-938a-c16d815babfd,4600,1
205,243804c4-fe26-402a-938a-c16d815babfd,2865,0
206,243804c4-fe26-402a-938a-c16d815babfd,2612,0
207,243804c4-fe26-402a-938a-c16d815babfd,2836,0
208,243804c4-fe26-402a-938a-c16d815babfd,1842,1
209,243804c4-fe26-402a-938a-c16d815babfd,1908,0
210,243804c4-fe26-402a-938a-c16d815babfd,1167,1
211,243804c4-fe26-402a-938a-c16d815babfd,4777,1
212,243804c4-fe26-402a-938a-c16d815babfd,2915,0
213,243804c4-fe26-402a-938a-c16d815babfd,1427,0
214,243804c4-fe26-402a-938a-c16d815babfd,4517,0
215,243804c4-fe26-402a-938a-c16d815babfd,4006,0
216,243804c4-fe26-402a-938a-c16d815babfd,4795,0
217,243804c4-fe26-402a-938a-c16d815babfd,1504,1
218,243804c4-fe26-402a-938a-c16d815babfd,3413,1
219,243804c4-fe26-402a-938a-c16d815babfd,4649,0
220,243804c4-fe26-402a-938a-c16d815babfd,1434,0
221,243804c4-fe26-402a-938a-c16d815babfd,1859,0
222,243804c4-fe26-402a-938a-c16d815babfd,3030,0
223,243804c4-fe26-402a-938a-c16d815babfd,714,0
224,243804c4-fe26-402a-938a-c16d815babfd,312,0
225,243804c4-fe26-402a-938a-c16d815babfd,2839,0
226,243804c4-fe26-402a-938a-c16d815babfd,4278,0
227,243804c4-fe26-402a-938a-c16d815babfd,2438,0
228,243804c4-fe26-402a-938a-c16d815babfd,2652,0
229,243804c4-fe26-402a-938a-c16d815babfd,1272,0
230,243804c4-fe26-402a-938a-c16d815babfd,2939,0
231,243804c4-fe26-402a-938a-c16d815babfd,4258,1
232,243804c4-fe26-402a-938a-c16d815babfd,3551,1
233,243804c4-fe26-402a-938a-c16d815babfd,2635,0
234,243804c4-fe26-402a-938a-c16d815babfd,4283,1
235,243804c4-fe26-402a-938a-c16d815babfd,2821,0
236,243804c4-fe26-402a-938a-c16d815babfd,1285,1
237,243804c4-fe26-402a-938a-c16d815babfd,2842,0
238,243804c4-fe26-402a-938a-c16d815babfd,4178,0
239,243804c4-fe26-402a-938a-c16d815babfd,4674,0
240,243804c4-fe26-402a-938a-c16d815babfd,2429,0
241,243804c4-fe26-402a-938a-c16d815babfd,650,0
242,243804c4-fe26-402a-938a-c16d815babfd,3571,1
243,243804c4-fe26-402a-938a-c16d815babfd,2051,0
244,243804c4-fe26-402a-938a-c16d815babfd,1662,0
245,243804c4-fe26-402a-938a-c16d815babfd,122,0
246,243804c4-fe26-402a-938a-c16d815babfd,3854,0
247,243804c4-fe26-402a-938a-c16d815babfd,2087,0
248,243804c4-fe26-402a-938a-c16d815babfd,377,0
249,243804c4-fe26-402a-938a-c16d815babfd,3314,0
250,28755085-5b58-4dea-84d5-0cf2ea9475a9,714,1
251,28755085-5b58-4dea-84d5-0cf2ea9475a9,2842,0
252,28755085-5b58-4dea-84d5-0cf2ea9475a9,2939,1
253,28755085-5b58-4dea-84d5-0cf2ea9475a9,2438,1
254,28755085-5b58-4dea-84d5-0cf2ea9475a9,4517,0
255,28755085-5b58-4dea-84d5-0cf2ea9475a9,1461,0
256,28755085-5b58-4dea-84d5-0cf2ea9475a9,3854,1
257,28755085-5b58-4dea-84d5-0cf2ea9475a9,4278,0
258,28755085-5b58-4dea-84d5-0cf2ea9475a9,3470,1
259,28755085-5b58-4dea-84d5-0cf2ea9475a9,2865,1
260,28755085-5b58-4dea-84d5-0cf2ea9475a9,377,1
261,28755085-5b58-4dea-84d5-0cf2ea9475a9,2612,0
262,28755085-5b58-4dea-84d5-0cf2ea9475a9,1434,1
263,28755085-5b58-4dea-84d5-0cf2ea9475a9,4256,0
264,28755085-5b58-4dea-84d5-0cf2ea9475a9,1662,0
265,28755085-5b58-4dea-84d5-0cf2ea9475a9,650,1
266,28755085-5b58-4dea-84d5-0cf2ea9475a9,2087,0
267,28755085-5b58-4dea-84d5-0cf2ea9475a9,4283,1
268,28755085-5b58-4dea-84d5-0cf2ea9475a9,1167,1
269,28755085-5b58-4dea-84d5-0cf2ea9475a9,4006,0
270,28755085-5b58-4dea-84d5-0cf2ea9475a9,1504,1
271,28755085-5b58-4dea-84d5-0cf2ea9475a9,2635,0
272,28755085-5b58-4dea-84d5-0cf2ea9475a9,122,1
273,28755085-5b58-4dea-84d5-0cf2ea9475a9,4600,1
274,28755085-5b58-4dea-84d5-0cf2ea9475a9,1285,0
275,28755085-5b58-4dea-84d5-0cf2ea9475a9,4258,1
276,28755085-5b58-4dea-84d5-0cf2ea9475a9,4684,1
277,28755085-5b58-4dea-84d5-0cf2ea9475a9,312,0
278,28755085-5b58-4dea-84d5-0cf2ea9475a9,1908,1
279,28755085-5b58-4dea-84d5-0cf2ea9475a9,1859,0
280,28755085-5b58-4dea-84d5-0cf2ea9475a9,2839,1
281,28755085-5b58-4dea-84d5-0cf2ea9475a9,1842,0
282,28755085-5b58-4dea-84d5-0cf2ea9475a9,4674,1
283,28755085-5b58-4dea-84d5-0cf2ea9475a9,3571,1
284,28755085-5b58-4dea-84d5-0cf2ea9475a9,4649,0
285,28755085-5b58-4dea-84d5-0cf2ea9475a9,1272,0
286,28755085-5b58-4dea-84d5-0cf2ea9475a9,3314,0
287,28755085-5b58-4dea-84d5-0cf2ea9475a9,4178,0
288,28755085-5b58-4dea-84d5-0cf2ea9475a9,2836,0
289,28755085-5b58-4dea-84d5-0cf2ea9475a9,2821,0
290,28755085-5b58-4dea-84d5-0cf2ea9475a9,2429,1
291,28755085-5b58-4dea-84d5-0cf2ea9475a9,3030,0
292,28755085-5b58-4dea-84d5-0cf2ea9475a9,4795,0
293,28755085-5b58-4dea-84d5-0cf2ea9475a9,1427,1
294,28755085-5b58-4dea-84d5-0cf2ea9475a9,3413,1
295,28755085-5b58-4dea-84d5-0cf2ea9475a9,2051,1
296,28755085-5b58-4dea-84d5-0cf2ea9475a9,4777,1
297,28755085-5b58-4dea-84d5-0cf2ea9475a9,3551,1
298,28755085-5b58-4dea-84d5-0cf2ea9475a9,2915,0
299,28755085-5b58-4dea-84d5-0cf2ea9475a9,2652,0
300,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1434,1
301,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4006,1
302,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1167,1
303,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2865,1
304,2a45c788-2d8a-4c8d-97f4-0f60394b212d,714,0
305,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4600,1
306,2a45c788-2d8a-4c8d-97f4-0f60394b212d,650,1
307,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1427,0
308,2a45c788-2d8a-4c8d-97f4-0f60394b212d,3470,1
309,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2839,0
310,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1461,0
311,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4777,1
312,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2821,0
313,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1285,0
314,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4674,1
315,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2635,0
316,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4517,1
317,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4258,0
318,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2939,0
319,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2836,1
320,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4278,1
321,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4283,1
322,2a45c788-2d8a-4c8d-97f4-0f60394b212d,3854,1
323,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4178,1
324,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2051,1
325,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4649,0
326,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4684,0
327,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2915,0
328,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2842,0
329,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1504,0
330,2a45c788-2d8a-4c8d-97f4-0f60394b212d,3571,0
331,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1842,0
332,2a45c788-2d8a-4c8d-97f4-0f60394b212d,3030,0
333,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2652,0
334,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2429,1
335,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1859,0
336,2a45c788-2d8a-4c8d-97f4-0f60394b212d,122,0
337,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2438,0
338,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2087,0
339,2a45c788-2d8a-4c8d-97f4-0f60394b212d,377,0
340,2a45c788-2d8a-4c8d-97f4-0f60394b212d,3314,0
341,2a45c788-2d8a-4c8d-97f4-0f60394b212d,312,0
342,2a45c788-2d8a-4c8d-97f4-0f60394b212d,3413,1
343,2a45c788-2d8a-4c8d-97f4-0f60394b212d,3551,1
344,2a45c788-2d8a-4c8d-97f4-0f60394b212d,2612,0
345,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1272,0
346,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1662,1
347,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4256,0
348,2a45c788-2d8a-4c8d-97f4-0f60394b212d,4795,0
349,2a45c788-2d8a-4c8d-97f4-0f60394b212d,1908,0
350,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2652,1
351,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,3854,1
352,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,3470,1
353,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,3314,0
354,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1427,0
355,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2865,1
356,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4258,1
357,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4684,1
358,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4600,0
359,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4777,0
360,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4517,0
361,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2087,0
362,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2839,1
363,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2429,1
364,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1434,0
365,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1908,0
366,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,3030,0
367,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2842,1
368,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,3571,1
369,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2612,0
370,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,122,1
371,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1504,0
372,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2939,0
373,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,3413,1
374,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,714,1
375,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4674,1
376,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1662,0
377,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2915,0
378,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1859,1
379,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1167,1
380,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,3551,1
381,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4178,0
382,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,650,1
383,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1461,0
384,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2821,0
385,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4795,1
386,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2051,0
387,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1842,0
388,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2836,1
389,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4649,0
390,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2635,0
391,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,2438,1
392,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4283,1
393,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1285,0
394,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4256,0
395,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,1272,0
396,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4278,1
397,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,312,0
398,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,4006,0
399,2d88f2b2-31f1-4913-ade2-0e0bf7203d7b,377,0
400,33c0649c-49e5-425c-8d81-be667529fbae,3854,0
401,33c0649c-49e5-425c-8d81-be667529fbae,4795,0
402,33c0649c-49e5-425c-8d81-be667529fbae,4256,0
403,33c0649c-49e5-425c-8d81-be667529fbae,2939,0
404,33c0649c-49e5-425c-8d81-be667529fbae,4600,0
405,33c0649c-49e5-425c-8d81-be667529fbae,1662,0
406,33c0649c-49e5-425c-8d81-be667529fbae,3551,0
