,Mass,Planar Compliance,Transverse Compliance,Eccentric Compliance,Planar Safety Factor,Eccentric Safety Factor
2531,4.79,0.3416072128108115,0.8203071025179721,0.8376136819911917,1.085,0.8151
7269,7.86,0.6889227590041952,0.9712159196900546,0.5801936135754486,0.4189,1.406
7637,6.66,1.5615467956319833,1.1664282428209138,1.0254833447632261,0.3885,1.084
1585,1.42,2.6269871787123544,2.951721084503488,2.0423717244684347,0.2546,0.6574
898,2.93,0.9311456859258491,1.1380463093160726,0.8316725247474477,0.528,0.5819
12878,7.09,0.16119066578384023,0.4327206496067378,0.359887045283961,1.893,1.794
13912,1.91,0.44308594476331975,0.9788305847767192,0.7735060061325099,0.8819,1.344
3305,1.87,4.178692876614231,2.066343207608562,2.6563319125398657,0.1944,0.5555
7955,7.85,0.06025012524970479,0.13484879626202612,0.07173452251483957,1.956,5.4
7885,2.69,3.2558222933409153,2.4235402244011985,2.1920306881220233,0.2499,0.7509
11910,6.32,0.20946682908060668,0.3945088757172931,0.4029861805727043,1.587,1.489
5205,3.66,1.4012701198355004,1.3782543806863143,1.0193748704419305,0.8669,2.501
90,4.1,2.6932683998862026,1.730605701514709,1.8368967552993727,0.663,1.42
6701,3.63,1.4130264282107512,2.360546176866063,1.0634128484255552,0.06369,0.5069
13520,8.28,0.10828902106737791,0.3258384414811894,0.25422165154410675,2.033,2.042
14240,8.54,0.2047350044506649,0.5451407959771333,0.5066723553947562,0.2539,1.848
3889,1.99,1.768460644373693,3.4515200111009356,2.6219244694775257,0.3869,0.5892
552,1.76,3.1090583947015604,3.405832020580947,2.684738249621881,0.5555,1.307
10578,3.35,0.4251092778334984,0.9137598103997663,0.9998908521890963,1.326,1.055
13410,7.73,0.1842642650549154,0.46657129712836554,0.3602207693910596,1.719,1.763
13605,3.61,0.5823226014164897,0.7746191119979837,1.1485628317515093,1.534,1.906
9700,6.48,0.18997328177555778,0.778772565681619,0.585033908349452,1.902,1.369
238,7.45,0.6323116896503609,0.40634621871565363,0.4525301512993744,0.498,1.468
10081,7.52,0.691236435791444,0.2942721934855611,0.49627626937069813,0.5646,1.462
6226,2.04,2.476318009570411,1.581081368903838,1.4602220875507466,0.1842,0.6135
11321,18.98,0.05177442341654211,0.09255279291700663,0.10907549830643345,4.004,3.652
322,2.21,0.9119115810177996,2.3501625426569746,3.327496348119685,0.6993,0.281
1478,2.79,1.2336006369542698,2.2394037777600335,1.2396885328484655,0.4884,1.347
8878,4.72,0.2197662844246153,0.6171339931601453,0.6140107802083781,1.478,0.9105
352,6.18,1.5629721474891607,0.5843217090594263,0.9792534893827529,0.281,0.7694
2604,8.26,0.9366978615432034,0.6886426207467329,0.8159742368155749,0.3274,0.8118
9016,8.09,0.7490516180731516,0.24629980343957336,1.0220981718484787,0.4692,0.3655
12736,7.42,0.16305567383101122,0.5504710615377987,0.4323101245716721,1.95,1.753
522,3.26,1.9799620691437567,1.3152603331511787,1.2346097702939205,0.234,0.6847
1106,3.2,1.7970933898303478,1.4121742524360026,1.4037340137302947,0.747,1.4
13777,3.74,0.4546866599799353,0.9795228270573253,1.0811615758290605,2.784,2.5
3239,5.93,0.8529438967612936,0.5695077242544604,0.48218515911228155,0.3855,1.191
11046,3.91,0.48852200987546435,0.5657696159391886,0.997629551050786,1.017,0.9083
11774,3.41,0.32374645262483803,0.8376131595331191,0.752518024128601,3.038,2.62
11078,8.54,0.04394389352898381,0.2092648414271586,0.135395138895415,3.912,5.962
2930,4.2,2.2916570652394435,2.556450742277528,1.8187600016090189,0.4874,1.219
10371,3.36,1.09999937583865,1.266111131228161,1.0823264716031442,1.246,3.326
1881,1.63,0.719532064111001,1.094435045637902,1.5007509105787193,0.7563,0.8597
1351,1.87,0.8504250259738295,1.7084539485353207,1.6109799305928276,0.598,0.6798
12328,3.61,0.20742438940089608,0.9684469505676312,0.603481190571308,2.18,2.031
14147,7.81,0.1678336139296581,0.48186985152975553,0.394022837745904,1.936,1.68
11420,2.52,0.1762576042849119,0.8833011500531075,0.45453548587400966,3.012,6.518
2529,4.1,0.6120716247765938,0.7946941381355543,0.9814320187466583,0.6039,0.6383
11623,6.49,0.02538857192597547,0.20178862479661505,0.09150989789906767,1.555,8.35
7711,6.68,0.30282324235497143,0.9712159196900546,1.0826638126185724,1.67,0.9305
14269,7.11,0.31291981755292114,0.8203071025179721,0.7600833239870872,1.329,1.111
3914,8.54,0.7009753977955487,0.63298634138602,0.5488317379406273,0.5358,1.522
5543,4.02,0.34646928500408025,0.9206822332058252,1.0314538583659891,3.419,2.424
13998,7.09,0.1642352283756755,0.27786605143520166,0.2531510787649891,1.844,2.211
1530,3.91,0.1299324457919933,0.5307421565405309,0.35874259165788064,3.038,2.988
1941,5.88,2.6281967998154907,0.8438433400585721,1.4297911435821948,0.195,0.5096
10498,4.53,1.32233543228737,0.9829840384603546,0.8924046656815356,0.9321,2.643
8503,2.91,0.5757660001718543,0.5371107855221051,1.2980108406039799,1.241,1.134
4495,6.5,1.1879819710685027,0.5830064487262752,0.7246589331134956,0.325,0.9112
3151,2.65,2.094818757689202,1.417019948400244,1.4558926116531656,0.5467,1.419
8724,2.63,3.1160027930441685,2.729511312428999,2.0196786714549937,0.2262,0.6626
7699,2.82,0.4795298482132674,1.1518911549281903,1.1346710552227885,1.132,0.9264
