,hand_x,hand_y,hip_x,hip_y,crank_length,upper_leg,lower_leg,arm_length,torso_length,neck_and_head_length,torso_width
2983,0.6460780419698987,0.667987475587677,0.4859325986593262,0.6027065047252078,0.1594649163174088,0.3719339655136064,0.5469894819698276,0.5977784252412142,0.5402340931603,0.2816456096742823,0.3695486856460188
3488,0.4297894906951965,0.4116809925356847,0.4858442444775238,0.5856633770082285,0.1703714972207266,0.3904566297840129,0.5267046881664137,0.653878241962169,0.4906398798277223,0.2929583475324006,0.3268109463307383
3819,0.4679682473580742,0.5797216120777341,0.4234078933671148,0.7221113243462169,0.1615839793287748,0.4398969510065817,0.5082896228902377,0.6453571592937446,0.5139383992718505,0.3015125383078265,0.3717445066347568
2543,0.6085260359105649,0.5411142005737881,0.3713602496366779,0.6911479017484985,0.1840451836357075,0.35756676369242,0.5469129433986164,0.684573210432333,0.5072408411111543,0.3237733926058284,0.3785613307027546
3403,0.4889151178185859,0.6304484720776408,0.3617728252193709,0.6227473658156163,0.1830276759017935,0.4086081066287648,0.4960909198456357,0.6558300444466993,0.5479870118892772,0.3115856185320217,0.3092780125851194
3411,0.4002949061323937,0.6944379453597739,0.3927857380403688,0.5309046930602634,0.1591272943579884,0.4043859991547039,0.5046221068072964,0.6100130452462421,0.5264825303508541,0.288673232805898,0.35291156694994
1397,0.6354404324439823,0.5218454165477563,0.366,0.698,0.173,0.4327584627801149,0.5346119540035266,0.6513811906477821,0.5333670612282063,0.315541412892404,0.3638041870888723
1742,0.5259966838827685,0.4302307649904247,0.417,0.684,0.173,0.4028949262728264,0.5262850486939858,0.6489439931287903,0.4993515681265054,0.2981748610692627,0.386530591580306
369,0.5239195478842115,0.4407597005439977,0.3779999999999999,0.662,0.165,0.3894548340627879,0.4868148177984887,0.6439858457420059,0.5478052315259659,0.3249567000111518,0.3649032279210503
104,0.4361667439672533,0.6639925575368727,0.3284,0.4051,0.175,0.3761133119566904,0.5118519844965805,0.6706778118353397,0.5207252601732417,0.3283907322041428,0.3102088577505466
982,0.597,0.632,0.364,0.6990000000000001,0.165,0.4071491509779307,0.4849023873839727,0.6574217950275664,0.5555590794905791,0.3202978373323482,0.312900408397348
1824,0.4893177699755789,0.6565294020778725,0.415,0.685,0.175,0.3845783728234478,0.5084232806041417,0.6334598472852672,0.5177372022834933,0.3124775328806891,0.3227219312205377
1362,0.5212960812527762,0.5272826621120446,0.409,0.6679999999999999,0.173,0.3861660427971277,0.5497792459536482,0.6536500293869559,0.5213164644155425,0.2980969697496045,0.3400794704876195
1077,0.5289195478842115,0.5157597005439978,0.3979999999999999,0.69,0.173,0.3946002808211707,0.5076204123042117,0.6001183523389562,0.5168362498308668,0.2948085662259634,0.3371130221092965
1101,0.5209195478842115,0.4657597005439977,0.408,0.7,0.17,0.4348236830868447,0.514433197638202,0.6950559393478717,0.5413976397470845,0.3351761756090981,0.3565746754757559
3020,0.538009071754952,0.4196380805625002,0.3941359490965737,0.6512772681354912,0.1664301721351312,0.4194644936419422,0.4953774485789048,0.6608632266977756,0.5534881332448189,0.3022682642806629,0.3251270310109416
1367,0.5869876483896697,0.6877214933686675,0.407,0.687,0.173,0.4169322066842647,0.5241630379464689,0.6379639742844936,0.5578494072473749,0.3005450098744785,0.3257332434069609
2627,0.4806832487422333,0.7107388056805238,0.4102032159376603,0.491810745642888,0.178520515625264,0.4018833087866694,0.5692226035136736,0.6552140807123417,0.5509516084028737,0.3137602574218121,0.3269620303014178
3175,0.6632848632434594,0.638829989825679,0.4301798188356817,0.6074883133526535,0.1809034540275017,0.3305660560815224,0.5064469739671004,0.6561029157494435,0.5091306587634651,0.342934941396996,0.326006980665166
3216,0.369535631662834,0.4114644290605862,0.4022584735628328,0.6725283945833971,0.1734196103727575,0.4008367236167551,0.5343042576263286,0.6112365045488671,0.4978886696384081,0.3181460531483342,0.3657793699580478
1009,0.347,0.696,0.401,0.4579999999999999,0.173,0.4158294697007256,0.5281740482643075,0.55459743918555,0.5368579364673732,0.2723466610435708,0.2944213303681455
939,0.6431028291192596,0.5951153449324228,0.414,0.758,0.175,0.4055708930845607,0.5724204181566509,0.6874561470528843,0.5166884276186184,0.3282458246129477,0.3912681031849067
3195,0.3889957980405808,0.4444199607749248,0.3783739509568304,0.4911336064059947,0.1650616012147628,0.3828395299251745,0.5479282139055274,0.5822752491461736,0.5027824523405272,0.2879977906261464,0.337182061243238
3541,0.4225003808789127,0.7818449377288712,0.3947483938503709,0.5643397533559822,0.1854363738250734,0.3815820534982224,0.4964140708678401,0.6782109492705412,0.5025676399563762,0.3184974787756529,0.3416756648533047
2630,0.5255098289602055,0.4503798937316396,0.2509094991627051,0.5939974388519513,0.14509250447722,0.4254544998314394,0.5070927167674675,0.6407231966647504,0.4718132959846358,0.2882076558083868,0.3868836198376304
2531,0.4105075647125707,0.5084222315509648,0.4114252702058842,0.7076053065207394,0.1689213217869644,0.4068272727480996,0.5558674591810702,0.6563519917773365,0.5810028124545283,0.2783897584274744,0.3024456511875019
1700,0.471,0.624,0.397,0.62,0.173,0.3841335266768595,0.4737298694715736,0.6467859658278456,0.4677433100896424,0.2860068045476381,0.3848683868960235
713,0.5649195478842115,0.4497597005439977,0.3979999999999999,0.69,0.173,0.410187720742285,0.542184598957027,0.6707459335833278,0.5504652548899034,0.3198426251721974,0.3926601178735173
3726,0.6937191329003904,0.525012244165141,0.4082120990200684,0.6380259918058788,0.1654510246988452,0.3724659511006419,0.4762063662484527,0.6707629840035331,0.4813825349440109,0.3164165896911219,0.3831064347310922
1261,0.5533205080756888,0.6488564064605511,0.418,0.684,0.173,0.3731082345459857,0.5503063432624645,0.6623858587612192,0.5446717478515125,0.3419132251044884,0.3344730404098903
2382,0.6278060163101276,0.4869231012555128,0.401,0.6890000000000001,0.175,0.4107035341634115,0.5238784132150727,0.6259264642836402,0.5266069366802438,0.2910065181473337,0.3524301785770483
1687,0.317,0.588,0.402,0.639,0.165,0.3805312232766705,0.4933370761977757,0.6573456622803339,0.5348964514495691,0.2894218822739482,0.3353902343214914
1420,0.1242943725152285,0.7562792206135786,0.6940000000000001,0.564,0.173,0.3770865758313478,0.5632153051462863,0.6042960039708613,0.5547966291372587,0.2739552552169583,0.3824860539766909
361,0.5289195478842115,0.5157597005439978,0.3979999999999999,0.69,0.173,0.4379025098300689,0.4796248941347494,0.5994396957562269,0.5320981015077448,0.331014104390442,0.3273598325630057
1358,0.4898651605347965,0.5580409668205325,0.3883,0.6799,0.17,0.3327217738302202,0.5663856917994323,0.5959386149446697,0.4932720693611768,0.3013446504708382,0.3872980258272896
2101,0.5639195478842115,0.4927597005439977,0.434,0.705,0.173,0.4048206840892071,0.5133273691570789,0.6636852040222884,0.517370362058155,0.2875633873690117,0.3867471804216922
1332,0.4590389751958428,0.6488838964200939,0.435,0.691,0.175,0.445795543240792,0.5266533379807897,0.6696377688532794,0.5559013358914577,0.2632007333712919,0.300492765689076
779,0.5289195478842115,0.5157597005439978,0.3779999999999999,0.62,0.173,0.3881695296280736,0.4964643989980753,0.6107991875301586,0.5096537422948865,0.301531177135316,0.3395503598551866
3404,0.4539305659734971,0.5270377632521945,0.3848235109252091,0.5782753611114793,0.1777942382129268,0.3537930906286309,0.4842980705932885,0.5877545797223542,0.4962809425859711,0.2520062628364231,0.3438727685179863
796,0.6476700572730162,0.5595188942819428,0.356,0.7340000000000001,0.17,0.3670974017820224,0.5563132617919645,0.6229676829646962,0.5468975940675821,0.3266820067829397,0.3414308397509043
1768,0.5389195478842115,0.5727597005439977,0.432,0.68,0.173,0.396735351284865,0.6121260190193185,0.636550189819726,0.4531156424993376,0.3234244760448742,0.2766807270963919
2888,0.3945280418999666,0.590052242483899,0.3194051001968947,0.5295497834363239,0.1923339930867782,0.3874992438128159,0.5095174696491459,0.6350605936617747,0.5310147531213284,0.3067340446172682,0.3092459878185011
3582,0.415280672765671,0.5864685126725465,0.355470030483958,0.6605027219524936,0.1758667818524416,0.3927459034224639,0.5205304130569729,0.6520715387530949,0.5386865332321772,0.3204705931335336,0.3237160230761909
519,0.499,0.578,0.3979999999999999,0.69,0.175,0.3565654717986053,0.5368326379275575,0.6517314990520255,0.5331268278852381,0.2888688641324113,0.3577987947035928
2724,0.5631944722283235,0.4775738034134681,0.3551015140493269,0.723691450022841,0.149001820520114,0.4506392220187905,0.5090908059416344,0.6286428407062554,0.534699161676722,0.2939559770090709,0.3408727099472445
1804,0.344,0.648,0.364,0.462,0.17,0.4108850166448513,0.5393304151502818,0.6609037779240657,0.5416900054602647,0.2835587253061244,0.3421556501259852
351,0.4429999999999999,0.769,0.418,0.718,0.173,0.4289329130185561,0.5219757608310743,0.6050506949874608,0.5427270588445537,0.2809161728183175,0.3829903560649267
3225,0.3366268737800226,0.6962745852949361,0.501596824755807,0.2407669771311844,0.1676223667022258,0.4192153683274923,0.541266883336167,0.6408093699375027,0.524085871753836,0.3078676949528272,0.3280748971611877
3414,0.3760587726663484,0.6257703807563225,0.4242574476861575,0.6067239303634,0.1702517805071264,0.3559935056048422,0.4998620157167565,0.6834643177462743,0.521932912860077,0.2996557782701167,0.3718690139460874
918,0.361733608751257,0.6066076980578733,0.316,0.357,0.168,0.4463748156466882,0.5022436452825793,0.5571131528498227,0.5357853480105731,0.3201669764248979,0.3432342798350701
3512,0.4175050340505486,0.6544565182418233,0.3701272594326714,0.4681909304880313,0.1686864532408545,0.3946096524203238,0.5701863923442615,0.6249083296644597,0.5355100705647063,0.329610217381905,0.3030458447952185
3980,0.5227758098008136,0.578297278689327,0.4186239347418674,0.5836534877365697,0.1715533467886818,0.3632853567123323,0.5056726718317418,0.5941595396323475,0.5340447019922037,0.2725537382763953,0.4011143562149979
3098,0.5956543622451047,0.6188583470526949,0.4838514604525696,0.6480703261471558,0.1841262569405185,0.4385922171107083,0.505582400320044,0.6265999988995391,0.4820846470187894,0.3214981598590118,0.3310812977669663
3886,0.4792570436538148,0.4713170726783032,0.407481892026572,0.570063044953962,0.1822385173558565,0.3698174290494679,0.4649190198027465,0.6841983042736113,0.5290864483299124,0.3217227991453326,0.393734040979227
57,0.3359876483896697,0.6867214933686675,0.565,0.618,0.173,0.3591630736817837,0.5393590287742758,0.6349425972375871,0.5001039502498869,0.2697665917927386,0.3314607227862244
3394,0.534664778467562,0.4971574818556869,0.3552596321227791,0.5899960278904935,0.1624738005237135,0.3812800378253404,0.561715758684042,0.6245438912714255,0.5590399559493714,0.3004634181477325,0.3785223587476568
2792,0.4414306595247997,0.7119138191092278,0.4574598420581255,0.6178803317113456,0.1855753135325655,0.4132472397885177,0.5411447684326731,0.6677181841223496,0.5068539223112581,0.2696212489963328,0.3791128972133496
2439,0.4573299096096213,0.4828382593725556,0.4349126431414016,0.3311004434784004,0.1634204244043269,0.4114836699925581,0.4986871681828742,0.6615707378975394,0.510715388066483,0.2952175750419482,0.3000747876482262
744,0.6437603103587834,0.5933177357500513,0.348,0.703,0.173,0.3902267077171608,0.5138084292102842,0.6619696979209739,0.5299577443067258,0.3173734292797592,0.3398639454664697
686,0.3144012922688051,0.7236723494482529,0.38,0.493,0.173,0.3682191869159009,0.5064020504757917,0.6290939439063916,0.5118959531425084,0.3285368782220719,0.3354498834165057
677,0.4589999999999999,0.639,0.427,0.6809999999999999,0.175,0.3883164079159667,0.5440185115538917,0.6320572630405249,0.562473701932334,0.3087175950027056,0.3320731930811801
2981,0.5757360937108565,0.5580864635759862,0.4064685518216402,0.7316615928182104,0.172387247089622,0.4013178210382559,0.5322075252958771,0.6140740985638365,0.4833185038782182,0.3048225264307713,0.3127705993176405
1675,0.5349195478842115,0.4437597005439977,0.415,0.685,0.173,0.397500668588307,0.5116922035595356,0.6139012824667279,0.5247692849540563,0.3291091184672431,0.3337916935083886
725,0.4989876483896696,0.5167214933686676,0.3429999999999999,0.531,0.15,0.3914052715968457,0.5244983607757306,0.6195541089393152,0.5569549223234818,0.2870749224925921,0.3904765393396381
1266,0.3979999999999999,0.664,0.3979999999999999,0.6920000000000001,0.155,0.4217936781245597,0.5410383546780451,0.5874355498637593,0.499404008589702,0.3129786916641281,0.3011815071603044
3088,0.5124408635739242,0.5292596012406147,0.3265079968559396,0.622172132360326,0.152349206586226,0.4150464363077534,0.4734648652768097,0.6474671774134892,0.5101111706932181,0.3146859759812206,0.318157931063956
1601,0.5448383019351388,0.6655110256640774,0.429,0.7190000000000001,0.17,0.3874900591099819,0.55996751234638,0.5542510992104385,0.5116399294063718,0.2830740781452202,0.3211787943020395
3545,0.3392038873558806,0.7063354556269275,0.4046462825338808,0.6111202013334728,0.1687774577565614,0.3332806969351868,0.4864992858833226,0.7148532174461897,0.4994694417086291,0.3444444899369551,0.2760021105146466
3120,0.5489729395005398,0.4730969163591639,0.5079020653307947,0.6088435319435596,0.1677459291818269,0.4477956556090418,0.5002621823107236,0.6098686477127542,0.5067675023633149,0.3286227135832649,0.3058649019246605
211,0.4956,0.6588999999999999,0.3759,0.6475,0.17,0.3553757196212331,0.5541555349846781,0.6238453835174204,0.5156099644625104,0.328585873800213,0.3730598488440634
3579,0.575040406583035,0.7156985673745219,0.2977397696935918,0.6579331813840361,0.1692610560085887,0.3563869684029703,0.5634412930963049,0.6201458140653245,0.4896159631092499,0.2947318418573917,0.3543512073883881
3818,0.6754903693351433,0.3444054844485877,0.3254669164503736,0.5435824770954091,0.1781138264719997,0.3852348257678549,0.5627290009754189,0.5909969440785172,0.5552363043451904,0.3346334292169254,0.3270697559605524
2488,0.5304597997791255,0.6666712505960277,0.2854899217908287,0.6924922951262327,0.1690422685380655,0.4196527480606925,0.5364783052333802,0.6275365775796611,0.5095822452487672,0.3211905117603312,0.3467390725680716
2239,0.478,0.5579999999999999,0.391,0.684,0.165,0.4985498785536397,0.4679782636945462,0.6572569622173347,0.569403338612875,0.291068984931748,0.372786068782926
1861,0.4324358292744035,0.8252516390669358,0.361,0.6809999999999999,0.17,0.3995196575645753,0.4705986291681036,0.6555459881516927,0.5477810618603635,0.3072198802746634,0.3590480106214817
3564,0.4859174894655738,0.5594634905626691,0.3344410721066134,0.6270039096026095,0.1590800245905213,0.3726351191774043,0.5199329791578818,0.6169957539105669,0.535585913579462,0.3400330029050352,0.3132585882501518
2678,0.3608393745650805,0.4233967173362795,0.4174206689347944,0.5687940932905823,0.1789639819759038,0.3923568280858454,0.5096596150447802,0.551354310767488,0.5690625691740966,0.3195779470916473,0.3051402745062529
3725,0.3355431763921437,0.628389210145467,0.4296092360820605,0.5953191965862062,0.1607685386870334,0.4309588089032726,0.5102811678744635,0.6332768033352496,0.570403718402526,0.2783005144666526,0.3224330221723104
322,0.3829999999999999,0.727,0.358,0.474,0.173,0.3755513176665042,0.4973828601021748,0.6207565988431192,0.5177555133370519,0.34374179473093,0.3177135803828888
1662,0.5799876483896697,0.6757214933686676,0.353,0.647,0.173,0.3476534904892795,0.5344639301027099,0.6103720474179046,0.5178836103119638,0.290205690502459,0.2930817399600962
1495,0.4245667589821188,0.6311125951272203,0.302,0.387,0.173,0.3954839514846704,0.5119407625501077,0.6523186636626324,0.6098949188663385,0.2847798031389361,0.3579112795782204
1288,0.4859195478842115,0.4057597005439977,0.371,0.596,0.173,0.4097843668563856,0.5378241881997574,0.7043834339476722,0.5322627977165068,0.3275158241711742,0.3436074258286448
1923,0.4529999999999999,0.629,0.3989999999999999,0.69,0.165,0.4111771062056981,0.5174961266039398,0.5789440606521283,0.4751226763967945,0.3186284095659485,0.3447489173895872
2005,0.4035,0.6738,0.4232,0.6698,0.175,0.4434714593236067,0.5225691029129858,0.690077283779024,0.5075076826737797,0.3049143239668556,0.2907990411779954
405,0.473,0.698,0.413,0.701,0.173,0.3931449842798861,0.548720451366141,0.6609308299090368,0.5207970110869983,0.3361678169436858,0.272852208988166
2294,0.499,0.652,0.391,0.477,0.175,0.3734943877927731,0.5204368034389982,0.6706608013239814,0.492133732591573,0.2531452088121149,0.3712816911701825
2310,0.4839195478842115,0.4787597005439977,0.387,0.679,0.17,0.435469363864682,0.5234878463954215,0.5768501769967653,0.5020615509591679,0.3095868296127508,0.358784591127918
3957,0.3364728884816507,0.5511507757135934,0.4763030868007141,0.6404417083554995,0.1773581224990912,0.3687353253971734,0.5119496408266571,0.5813091967288003,0.4659553333193219,0.295093233668348,0.3704641979660264
1815,0.5419195478842115,0.5057597005439977,0.415,0.685,0.173,0.4128750460443354,0.5061322737920783,0.6362074313859026,0.5200602631072123,0.3076144181177014,0.3782318257424231
3988,0.4086127176863227,0.5403617958163391,0.4107324567993565,0.5521407517545984,0.1681836897836781,0.3835667995783828,0.5282481248339892,0.5298234752686433,0.5602722208643286,0.3068446410621923,0.3642991811523165
2515,0.4065296867053291,0.5170880584063812,0.5586198445158159,0.5685981810707936,0.1714410139524149,0.3608773144068502,0.5262748538163551,0.5972114417686106,0.5082576082623013,0.316229819218406,0.3976998638487656
1410,0.5110347369018512,0.4883592075629482,0.415,0.685,0.17,0.424212190477083,0.5544259231611628,0.5997807732654936,0.551177530741609,0.2846158922185955,0.3250272938341554
3850,0.4661931626697962,0.5814058215831294,0.3892449222245787,0.5637382553670327,0.1687926141670521,0.3909352517588629,0.5508695745328935,0.6000623277318603,0.456580946195038,0.2788282329298756,0.3623017812919408
3664,0.6100212225916254,0.4439982029414697,0.5234605547189546,0.5147862999746674,0.1622842394455583,0.4514455956189176,0.4907094513136339,0.719574720109437,0.5220042902712506,0.3027985913129807,0.4055422649583021
1501,0.2656896144681576,0.4917427307750808,0.287,0.409,0.133,0.4116193202336756,0.5073880167401774,0.6113346969427103,0.5505436345106448,0.2894550146026434,0.2706113327001337
338,0.4999966838827686,0.4272307649904247,0.375,0.693,0.165,0.3972130145429968,0.4998715678770355,0.6850359208843795,0.5049918532106592,0.3284880234927844,0.2712570048707483
483,0.5379195478842115,0.4457597005439977,0.3979999999999999,0.69,0.173,0.3893078977676681,0.5209152647179853,0.6770966402402232,0.5164292156305604,0.285987582782585,0.3761888200259122
3530,0.503227038557168,0.5940461636108982,0.3395226330272876,0.5998582258107666,0.1681989858471425,0.343091956496194,0.5175052259307321,0.6516028830810495,0.5696920709255526,0.3130516371250932,0.3848433426105189
3415,0.4583664108938864,0.5576267927536345,0.3821148230339731,0.4949703787226334,0.1618597814986299,0.4251815939213574,0.5183818905232827,0.6512298386513087,0.540869341236535,0.2838071223009835,0.2965993543574451
719,0.5869876483896697,0.6897214933686675,0.362,0.6990000000000001,0.173,0.4197315504731387,0.5011223576547973,0.6766865466898528,0.5672119193538682,0.2913561484505256,0.3195636089722598
2108,0.4999195478842115,0.4567597005439977,0.426,0.6809999999999999,0.17,0.3911287103772983,0.5740151356220324,0.6111662428110359,0.5030315364938905,0.296327224731743,0.3567955021432507
138,0.4999195478842115,0.4587597005439977,0.38,0.61,0.17,0.4016909234884536,0.5333248007353492,0.6546888339702067,0.4871135198173006,0.3031369208030883,0.4057684359590131
50,0.3681971858641586,0.7560030354440673,0.382,0.5770000000000001,0.173,0.362745465775745,0.5245379285627251,0.669079483363659,0.5552515896362352,0.3053916857046025,0.3340525776892759
305,0.386,0.705,0.411,0.581,0.165,0.4329226496517869,0.539704571333338,0.6298392674008729,0.5867589356044746,0.3334903394836353,0.3399815103330262
2883,0.4056893583035024,0.6547125181443131,0.4258384294745243,0.5947030980139316,0.1666525896122188,0.3803504033174249,0.4444426676499475,0.6692592066851217,0.5241568928559144,0.2506641548870076,0.3048452165755089
1127,0.4030423650414311,0.6522727635414003,0.457,0.743,0.173,0.4540828754207618,0.522684497053843,0.6368500669419974,0.5844016682090998,0.3040572174751162,0.3064143329520754
1042,0.3163131602589273,0.6422390687783871,0.344,0.384,0.175,0.394001693658563,0.503572271491546,0.6948031361546406,0.5243255484921822,0.3357620595997326,0.3616583972678474
1259,0.5202044476445412,0.5719273796100993,0.377,0.636,0.168,0.398621026493043,0.553366091323638,0.6016859959429285,0.4976819301216329,0.2612780830528254,0.2801256555864703
3853,0.5847271537669272,0.6154370097740969,0.4100811478845679,0.5016495445502128,0.164733998058146,0.4282381013909467,0.4949861666631529,0.6629322989183689,0.4928981146654862,0.3427153678658819,0.3773781103829846
3311,0.5754374757956968,0.7527681299128185,0.3776339682391137,0.508543694002655,0.1895242336701073,0.4214391544456308,0.5461979672120209,0.6053903295972806,0.5536900924114803,0.3051040353340832,0.3620579962266571
1044,0.5409195478842115,0.4917597005439977,0.418,0.684,0.173,0.3797486784127355,0.5622568226113399,0.6620803270056369,0.5384193004344968,0.2915409201987298,0.3558075039277206
3739,0.4777630463543494,0.4861303655635626,0.4397665098183573,0.6406026117386697,0.1725608401773723,0.4241191435114688,0.4953569261643428,0.6055189335606015,0.535131919765872,0.2908340254004056,0.2771892249183417
2545,0.2782274576013898,0.7128062216106181,0.4193316455967685,0.4737922001946765,0.1752455993096306,0.3613230821793632,0.4837233889052983,0.5851414988703805,0.5568411826307765,0.3072506704703797,0.2997173110665336
3211,0.5158728549064597,0.6816138748608855,0.3136700127505165,0.7278311396708534,0.1511396218700806,0.3887478505859095,0.5455037684887902,0.6793909664181503,0.5528059496500681,0.3201588191954823,0.3040937781595853
376,0.4506830049951743,0.527957263379068,0.359,0.3229999999999999,0.16,0.3664771393831628,0.4834319950347483,0.6468082405511495,0.5448284019246306,0.3601109774690684,0.3352509768924867
1327,0.478,0.622,0.386,0.693,0.173,0.4105469041792403,0.5307611938706254,0.6054707569622726,0.5270781908663704,0.298768698862095,0.3218388867145988
461,0.473,0.6859999999999999,0.361,0.7,0.165,0.4109092761759847,0.5159217313832779,0.6239372841505418,0.5167254032724135,0.2798727391709061,0.2779571390477481
3578,0.3038776537415181,0.61864761796871,0.369575571469068,0.5710339725675617,0.1772031747429205,0.3802932410253398,0.5274497249725025,0.6427336910987292,0.5146981293765016,0.3077070295998725,0.3842501641083442
1651,0.389,0.6709999999999999,0.372,0.601,0.173,0.3897304041429345,0.4497457501959018,0.6180088528560507,0.5149152268682683,0.2790143883869641,0.3750290073001202
1013,0.2457441481666518,0.8518923751127679,0.427,0.588,0.175,0.3878022915436367,0.5771919590672898,0.6051156186824868,0.4642325389746071,0.2897676746362388,0.3188723276223306
3547,0.6323353296434199,0.5636439689123918,0.3724920960363849,0.5371426832200088,0.1668027333004135,0.365368324496779,0.50264218903499,0.64134849748592,0.4918965137628896,0.2695625850945214,0.3719939903383729
961,0.445,0.654,0.375,0.636,0.175,0.4777506218724591,0.5118874947132683,0.5788591159955616,0.5103838528995724,0.3213695025936994,0.2739462499030147
3876,0.434679565020065,0.5062658396700099,0.4775070883040889,0.6048489211879333,0.1663104269864484,0.3668718406904764,0.5395168998742674,0.6486153197545795,0.5076458557692909,0.3122875490048795,0.3496522719271671
1148,0.439,0.618,0.397,0.622,0.173,0.3593107909774625,0.5343165150121783,0.6579062411736329,0.5123464434952784,0.2963541088906478,0.3765132566661971
793,0.5383261126280839,0.4198500047581079,0.415,0.685,0.165,0.3727932572934305,0.544846325557646,0.6832326831030149,0.5314051683465559,0.3335580230054843,0.2932612533273698
1710,0.5429195478842115,0.4847597005439976,0.428,0.6809999999999999,0.173,0.3694257954925603,0.5276063004625263,0.6191893749624903,0.5563432607621818,0.3134313743490049,0.3410587491331897
548,0.5169195478842115,0.4877597005439976,0.3979999999999999,0.69,0.173,0.4088731983979988,0.5265917824580557,0.6119196729943631,0.5391345316897934,0.2943035741361479,0.3256673806544935
2552,0.3350745329120239,0.5999217228856792,0.3879592081505429,0.6183773050608818,0.1914696379218401,0.4082646746028265,0.4755785739786114,0.6613519843127457,0.4980530743879617,0.3263653266555691,0.3338017362683729
2947,0.4306108471942383,0.4386138990505308,0.4156038085943385,0.5441447362816723,0.1731143553119421,0.410366920637471,0.530039756046378,0.6423649617300682,0.5408899587773344,0.3036465143479332,0.3328746918639312
245,0.48,0.626,0.3329999999999999,0.428,0.175,0.3909997263163211,0.5279630146642609,0.6483328015107634,0.5673145677256263,0.300958133088488,0.3150815909129634
628,0.5695017481355621,0.5244569589352605,0.4379999999999999,0.716,0.173,0.4139901415104757,0.556800895310815,0.5990564881298555,0.5434601253677631,0.3083198192471804,0.3440989563699688
422,0.3699177842175733,0.6562298876015339,0.321,0.36,0.111,0.3967544169801489,0.5288985115760831,0.6805979684523218,0.5530174662531132,0.3337630615800603,0.3410783322118115
330,0.5057993352957509,0.5536545563072233,0.408,0.684,0.17,0.3996966135852499,0.5311886636053085,0.6266559498989522,0.5413768204678919,0.2937056410566263,0.3105801324521361
1694,0.4431893274030555,0.6565674550969549,0.417,0.634,0.17,0.4214559322351912,0.5009906061369266,0.6541796206974864,0.537341969617244,0.2819217067021097,0.3650848056954591
2734,0.3486967231837136,0.5110984543713439,0.3846972645575663,0.7120290894971573,0.1709771795200724,0.3894089141756104,0.5206241220823659,0.6058704235633781,0.5185675508325125,0.2828607687348181,0.2985183380605493
1095,0.5589195478842115,0.4787597005439977,0.397,0.69,0.175,0.4351284571912817,0.4885317182429447,0.6546401775349988,0.531769389040145,0.2990635378407094,0.3332886274073787
17,0.3885286712955517,0.5927664439386056,0.422,0.525,0.175,0.4387781916832033,0.5098638935204102,0.6150865345678753,0.4625376338722178,0.304216478289938,0.3321139059257095
1386,0.4138969673983512,0.6055903339763111,0.402,0.6779999999999999,0.173,0.4414369827039233,0.5260815075261839,0.5414758868139886,0.5218882925684162,0.2903661235821105,0.3671638391599843
1947,0.5086628527417121,0.4871719179620492,0.3891,0.6781,0.17,0.359369680111079,0.5163363529824717,0.6775541961092232,0.5625146384187308,0.2885448015353944,0.3831297170503083
2104,0.4886887659037888,0.3947216500157653,0.3829999999999999,0.6759999999999999,0.165,0.3586554247644866,0.5191083716859293,0.6463412897814946,0.5549777280126124,0.3393981542091072,0.292348154750936
