,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,ssd,Chain stay position on BB,SSTopZOFFSET,MATERIAL,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,Fork type,Stem kind,Display AEROBARS,Handlebar style,Head tube type,BB length,Head tube diameter,Wheel cut,Seat tube diameter,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,Front Fender include,Rear Fender include,BELTorCHAIN,Number of cogs,Number of chainrings,Display RACK,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,RIM_STYLE front,RIM_STYLE rear,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,Down tube diameter,Seatpost LENGTH,Seat tube type
22,422.0,50.0,603.4689138,73.0,150.0,65.0,530.0,74.5,714.8467855,45.0,50.0,30.15,36.5,22.0,17.0,15.0,8.0,STEEL,27.0,60.6,45.8,330.0,350.0,16.0,18.0,False,False,135.0,7.024740260152579,2.6733895476683047,9.586983659009764,4.757086084065773,25.86281482549098,4.504986567110484,5.029205948153679,736.0,114.0,736.0,114.0,1,0,False,0,1,68.0,45.0,692.0,31.8,False,False,False,False,True,0,0,False,153,153,153,SPOKED,SPOKED,1,1,80.0,80.0,278.0,776.0,35.0,300,1
23,410.0,-10.0,525.9045305,74.0,127.2,65.0,490.5,74.0,646.6669617,15.0,39.0,25.4,34.0,18.75,13.0,14.0,25.0,STEEL,36.1,40.5,49.8,330.0,350.0,16.0,18.0,False,False,120.0,2.232909682744902,2.3314546294911893,1.2116017970549493,0.8527992957672025,0.6872740073897081,6.060117907572828,0.6581277533109763,670.0,111.0,670.0,111.0,0,0,False,1,1,68.0,33.0,692.0,25.4,False,False,False,False,True,0,0,False,0,0,0,SPOKED,SPOKED,1,1,80.0,80.0,210.0,600.0,28.6,270,1
24,405.0,73.0,565.667615,72.0,126.4,77.0,465.0,74.0,644.9196389,45.0,40.0,28.6,44.3,26.5,13.0,15.0,7.0,ALUMINIUM,35.4,54.9,59.1,330.0,350.0,16.0,18.0,False,False,130.0,5.705768611941883,0.39728675685008336,2.2247766079623386,1.9563025167047767,1.9803389498927926,2.701520256446005,1.3704865658503051,674.0,52.0,674.0,52.0,0,0,False,0,2,68.0,50.0,692.0,32.0,False,False,False,False,True,7,1,False,255,255,255,SPOKED,SPOKED,1,1,80.0,80.0,298.0,728.0,34.9,300,1
25,350.0,-14.5,486.2246225,74.0,90.0,45.0,265.0,74.5,610.4916024,45.0,40.0,29.2,36.5,22.0,18.5,15.0,8.0,STEEL,15.0,25.0,35.0,330.0,350.0,16.0,18.0,False,False,110.0,3.8276823865751237,0.9917519192779107,4.816319348323389,6.208741521316308,4.084652094598763,5.689487660178087,4.636401584321245,611.0,104.0,611.0,104.0,1,0,False,1,1,68.0,45.0,692.0,31.8,False,False,False,False,True,0,0,False,0,0,0,SPOKED,SPOKED,1,1,80.0,80.0,240.0,330.0,40.0,100,1
26,395.0,57.0,560.0316506,74.0,121.7,45.0,530.0,75.0,654.0534163,45.0,40.0,28.6,36.5,23.35,13.0,15.0,7.0,STEEL,44.3,34.5,45.6,330.0,350.0,16.0,18.0,False,False,120.0,3.061733423817799,1.8812966052721976,1.9048780499672662,1.0023962373214637,5.284111484842192,1.9142598934320705,1.6187456194509309,674.0,52.0,674.0,52.0,0,0,False,1,1,68.0,45.0,692.0,31.8,False,False,False,False,True,0,0,False,0,0,0,SPOKED,SPOKED,1,1,80.0,80.0,298.0,724.0,34.9,330,1
27,407.0,72.2,597.6218987,73.03453074,148.6,25.0,580.0,72.53453074,638.3907944,45.0,40.0,28.2,19.05,23.35,13.0,15.0,9.0,CARBON,33.4,22.5,42.9,330.0,350.0,16.0,18.0,False,False,130.0,11.487524765330042,0.583738981305118,3.46547876887402,6.307588608457281,2.119375617849846,1.6680337877665647,1.8717178268723518,674.0,52.0,674.0,52.0,0,0,False,0,1,68.0,36.0,692.0,31.0,False,False,False,False,True,0,0,False,255,255,255,TRISPOKE,TRISPOKE,1,1,80.0,80.0,275.0,764.0,31.0,300,1
28,425.0,43.0,551.0911008,70.0,123.6,77.0,520.0,73.0,701.9618581,25.0,35.0,42.0,44.95,26.5,18.5,15.0,11.2,ALUMINIUM,27.0,62.0,70.0,330.0,350.0,16.0,18.0,False,False,135.0,9.171394463080171,11.080780699832166,12.752657383690883,8.129787563795892,5.775318686270766,20.273871504714766,7.873163263860954,699.0,115.0,699.0,115.0,1,0,False,1,1,100.0,45.0,692.0,35.0,False,False,False,False,True,9,2,False,0,0,0,SPOKED,SPOKED,1,1,80.0,80.0,278.0,753.0,45.0,400,2
29,425.0,43.0,551.0911008,70.0,123.6,72.0,520.0,73.0,701.9618581,25.0,35.0,42.0,44.95,26.5,18.5,15.0,11.2,ALUMINIUM,27.0,62.0,70.0,330.0,350.0,16.0,18.0,False,False,135.0,0.4688272535658319,1.3325549918878221,0.7953194557404399,1.012526439780579,2.3428299035109807,0.5240217808419896,2.616381367004396,699.0,115.0,699.0,115.0,1,0,False,1,1,100.0,45.0,692.0,35.0,False,False,False,False,True,9,2,False,0,0,0,SPOKED,SPOKED,1,1,80.0,80.0,278.0,753.0,45.0,400,2
30,539.98,50.0,589.128512,40.0,100.1,72.0,450.9,40.0,554.6775559,20.0,38.1,25.4,34.0,18.75,13.0,14.0,25.0,STEEL,35.8,50.9,46.3,330.0,350.0,16.0,18.0,False,False,120.0,6.4163132681099215,2.2809658779794746,3.6250430737751778,3.4758392517010903,6.9600297842070455,1.7214516320672026,1.5771750584075668,486.0,80.0,486.0,80.0,0,0,False,1,1,68.0,45.0,692.0,28.6,False,False,False,False,True,0,0,False,0,0,0,SPOKED,SPOKED,3,3,40.0,40.0,278.0,600.0,28.6,270,1
31,800.0,25.0,451.8205081,30.0,268.2,72.0,550.0,25.0,541.4202757,20.0,38.1,27.7,34.0,18.75,17.75,14.0,25.0,STEEL,37.0,60.0,46.3,330.0,350.0,16.0,18.0,False,False,130.0,5.976047241507192,3.9294805208454426,0.933413230238122,1.5373372816508708,1.8314180851282165,0.5779949769096993,0.6285210833732802,486.0,150.0,550.0,80.0,0,0,False,1,2,68.0,45.0,692.0,28.6,False,False,False,False,True,0,0,False,255,0,0,SPOKED,SPOKED,3,3,40.0,40.0,400.0,650.0,30.0,150,1
32,400.0,37.0,533.0906285,73.0,123.8,40.0,540.0,74.5,621.868828,45.0,38.1,25.4,34.0,17.35,10.5,15.0,10.6,STEEL,30.0,44.0,44.0,330.0,350.0,16.0,18.0,False,False,130.0,9.315711292733857,0.8115822821429366,0.9798810488160679,13.659965922366123,5.745839845177328,7.397581685611376,1.8178706016040085,674.0,52.0,674.0,52.0,0,0,False,2,1,68.0,31.7,692.0,28.6,False,False,False,False,True,0,0,False,51,102,0,SPOKED,SPOKED,1,1,80.0,80.0,278.0,705.0,28.6,250,1
33,407.0,79.7,626.4391428,74.035,148.6,25.0,580.0,72.535,673.3231233,45.0,40.0,28.2,19.05,23.35,13.0,15.0,9.0,CARBON,40.8,21.0,64.5,330.0,350.0,16.0,18.0,False,False,130.0,7.4589594832182025,2.4916691749303377,1.6965776697869288,0.9889366319622122,6.3396915229356186,1.9854818939926864,2.9894659582198875,674.0,67.0,689.0,52.0,2,0,False,0,0,68.0,36.0,692.0,31.0,False,False,False,False,True,0,0,False,255,255,255,TRISPOKE,DISC,1,1,80.0,80.0,275.0,764.0,31.0,300,0
34,316.85,13.0,607.126839,74.0,352.6,45.0,480.1,72.1,514.3116543,40.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,ALUMINIUM,26.3,25.1,40.8,330.0,350.0,16.0,18.0,False,False,135.0,1.5382369668684153,1.3676871859493673,7.801125964605295,2.727015644816211,1.9876839667027106,0.39366237791985725,0.9787586453910955,486.0,80.0,486.0,80.0,0,0,False,1,1,68.0,45.0,692.0,31.8,False,False,False,False,True,0,0,False,0,204,204,TRISPOKE,TRISPOKE,3,3,40.0,40.0,298.0,618.0,34.9,200,2
35,400.0,37.0,533.0906285,73.0,123.8,40.0,500.0,74.5,621.868828,45.0,38.1,25.4,34.0,17.35,10.5,15.0,10.6,STEEL,30.0,300.0,44.0,330.0,350.0,16.0,18.0,False,False,120.0,1.669523576692287,0.3282333726178698,1.8672458113125008,0.7899355061413397,0.5458837112429304,0.9458032237378751,0.6259114542383698,674.0,52.0,674.0,52.0,0,0,False,1,1,68.0,31.7,692.0,28.6,False,False,False,False,True,0,0,True,204,204,0,SPOKED,SPOKED,1,1,80.0,80.0,278.0,705.0,28.6,250,1
36,440.0,71.0,590.0129567,71.5,145.9,45.0,520.0,74.0,644.0211299,49.0,40.0,28.6,36.5,23.35,13.0,15.0,7.0,STEEL,27.0,28.7,51.3,330.0,350.0,16.0,18.0,False,False,130.0,13.643891677168668,3.6752492715957117,6.540930145030132,0.9257105178362822,6.576329071538949,9.889022449731488,4.024378393179318,685.0,63.0,685.0,63.0,0,0,False,0,1,68.0,45.0,692.0,35.0,True,True,False,False,True,7,2,True,204,0,0,SPOKED,SPOKED,1,1,80.0,80.0,278.0,724.0,34.9,330,1
37,406.9,70.0,568.3342095,74.0,117.9,30.0,615.6,74.0,637.7828736,44.0,40.0,27.7,36.5,23.35,13.0,15.0,7.0,TITANIUM,36.1,85.6,49.4,330.0,350.0,16.0,18.0,False,False,130.0,1.4747926353655285,1.620279043914922,0.7781743744735522,0.7006024362169173,1.2262933637519295,0.8892844822052928,2.8318926828996314,674.0,52.0,674.0,52.0,0,0,True,2,1,68.0,38.0,692.0,35.0,False,False,False,False,True,8,1,False,0,102,102,SPOKED,DISC,1,1,80.0,80.0,278.0,702.0,35.0,300,1
39,410.0,67.0,619.2257176,73.0,175.8,45.0,618.7,73.0,641.2010895,45.0,40.0,30.2,38.45,17.1,10.5,15.0,7.0,STEEL,30.0,28.7,35.0,330.0,350.0,16.0,18.0,False,False,120.0,6.0166201172886815,4.8439039140906095,1.4351138920315034,1.8693421033928725,2.204757367827702,2.4287857903436745,0.7475503562042911,674.0,52.0,674.0,52.0,0,0,False,1,1,68.0,31.7,692.0,28.6,False,False,False,False,True,0,0,False,51,102,0,SPOKED,SPOKED,1,1,80.0,80.0,270.0,777.0,28.6,300,1
40,405.0,70.0,545.1681752,72.0,100.0,45.0,530.6,73.5,623.8987619,45.0,40.0,26.95,36.5,23.35,13.0,15.0,7.0,CARBON,30.2,20.6,33.2,330.0,350.0,16.0,18.0,False,False,130.0,18.871324630406487,22.42404263444516,7.93786641957869,3.7951207091266297,5.668032135514866,4.626925033155425,8.339629570755397,674.0,52.0,674.0,52.0,0,0,False,0,1,68.0,32.0,692.0,28.5,False,False,False,False,True,9,1,False,255,255,0,SPOKED,SPOKED,1,1,80.0,80.0,298.0,700.0,32.0,280,1
41,405.0,70.0,593.536575,73.0,145.0,45.0,515.0,74.0,648.3152394,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,STEEL,34.0,49.0,49.9,330.0,350.0,16.0,18.0,False,False,130.0,5.474405137819728,1.2053312437266823,1.6381013238752566,1.7266944763313492,0.6943600159945287,0.5868092443272509,1.7817841065569042,674.0,52.0,674.0,52.0,0,0,True,0,1,68.0,45.0,692.0,31.8,True,True,False,False,True,8,1,True,51,51,255,TRISPOKE,TRISPOKE,1,1,80.0,80.0,278.0,718.0,34.9,300,2
42,395.0,60.0,549.970278,73.0,123.6,45.0,570.0,74.0,625.7273373,45.0,40.0,28.6,36.5,28.0,15.0,15.0,7.0,TITANIUM,30.0,35.0,30.0,330.0,350.0,16.0,18.0,False,False,120.0,22.79502849292676,4.51695001463868,19.26523715243294,3.33383715875865,2.894410027428309,7.36526823076735,19.252203601246602,674.0,52.0,674.0,52.0,0,0,False,1,1,68.0,45.0,692.0,34.9,False,False,False,False,True,9,1,False,153,153,153,SPOKED,SPOKED,1,1,80.0,80.0,298.0,730.0,38.1,300,1
43,425.0,37.0,635.0003313,70.0,168.0,72.0,530.0,72.5,703.5188442,45.0,35.0,40.5,44.95,26.5,17.0,15.0,11.2,STEEL,23.5,62.0,52.5,330.0,350.0,16.0,18.0,False,False,135.0,6.7358278196229175,0.9260025979249917,1.5726531722187347,8.013481189951383,0.9356401240808612,6.861273367253923,2.2019083910534523,670.0,111.0,670.0,111.0,0,0,False,1,1,100.0,39.0,692.0,30.8,False,False,False,False,True,8,2,False,204,204,204,SPOKED,SPOKED,1,1,80.0,80.0,278.0,760.0,36.0,400,1
44,410.0,67.0,610.4874138,73.5,165.6,45.0,588.7,73.5,644.2953297,45.0,40.0,30.2,38.45,17.1,10.5,15.0,7.0,STEEL,50.0,28.7,35.0,330.0,350.0,16.0,18.0,False,False,130.0,5.383177959082548,1.1304944378779576,5.853775063044994,1.6295630539419823,3.765291664285326,2.0412177283634283,1.3143891778632035,674.0,52.0,674.0,52.0,0,0,False,0,1,68.0,31.7,692.0,28.6,False,False,False,False,True,0,0,False,0,153,51,SPOKED,SPOKED,1,1,80.0,80.0,270.0,777.0,28.6,300,1
45,385.0,14.0,459.6568271,76.0,70.6,37.0,455.4,68.0,607.9130614,0.0,45.0,40.0,34.5,18.0,15.0,15.0,9.0,ALUMINIUM,28.3,35.4,45.2,330.0,350.0,16.0,18.0,False,False,110.0,3.943234937060314,1.3392005953306225,0.7184939057742623,0.6255774008991996,1.0635384004850097,5.236102459196025,0.983401713191144,628.0,69.0,628.0,69.0,0,0,False,1,1,170.0,35.0,692.0,35.0,False,False,False,False,True,0,0,False,204,204,204,SPOKED,SPOKED,1,1,80.0,80.0,250.0,570.0,50.0,300,1
46,360.0,-10.0,476.8614836,72.5,120.3,45.0,291.1,74.0,615.7366092,45.0,40.0,28.6,36.5,23.35,19.0,15.0,9.0,STEEL,32.6,34.1,46.4,330.0,350.0,16.0,18.0,False,False,130.0,16.776988002983984,8.664098334661883,13.709139766003497,6.895136652796016,5.624220402636343,0.8985937940227484,4.986370923142386,640.0,95.0,640.0,95.0,1,0,False,1,2,68.0,45.0,692.0,30.0,False,False,False,False,True,0,0,False,0,0,255,SPOKED,SPOKED,1,1,80.0,80.0,250.0,365.0,37.0,115,1
